experiment_id,ingredient_id,calories,calories,protein_g,protein_g,total_fat_g,total_fat_g,total_carbohydrate_g,total_carbohydrate_g
4,26,0.0,1.92,0.0,0.11,0.0,0.01,,0.44
4,27,360.0,133.21,35.0,3.46,18.0,0.17,,30.27
4,27,360.0,353.6,35.0,34.0,18.0,22.1,,0.0
4,27,360.0,102.0,35.0,0.3,18.0,11.25,,0.3
4,27,360.0,1.92,35.0,0.11,18.0,0.01,,0.44
4,28,240.0,133.21,0.0,3.46,24.0,0.17,,30.27
4,28,240.0,353.6,0.0,34.0,24.0,22.1,,0.0
4,28,240.0,102.0,0.0,0.3,24.0,11.25,,0.3
4,28,240.0,1.92,0.0,0.11,24.0,0.01,,0.44
4,29,25.0,133.21,1.0,3.46,0.0,0.17,,30.27
4,29,25.0,353.6,1.0,34.0,0.0,22.1,,0.0
4,29,25.0,102.0,1.0,0.3,0.0,11.25,,0.3
4,29,25.0,1.92,1.0,0.11,0.0,0.01,,0.44
4,30,60.0,133.21,0.0,3.46,0.0,0.17,,30.27
4,30,60.0,353.6,0.0,34.0,0.0,22.1,,0.0
4,30,60.0,102.0,0.0,0.3,0.0,11.25,,0.3
4,30,60.0,1.92,0.0,0.11,0.0,0.01,,0.44
5,31,105.0,105.02,1.0,1.3,0.0,0.35,,26.9
5,31,105.0,148.84,1.0,7.81,0.0,8.05,,11.71
5,31,105.0,816.0,1.0,5.52,0.0,86.4,,6.72
5,31,105.0,54.74,1.0,2.7,0.0,4.5,,0.61
5,32,50.0,105.02,4.0,1.3,0.0,0.35,,26.9
5,32,50.0,148.84,4.0,7.81,0.0,8.05,,11.71
5,32,50.0,816.0,4.0,5.52,0.0,86.4,,6.72
5,32,50.0,54.74,4.0,2.7,0.0,4.5,,0.61
5,33,60.0,105.02,1.0,1.3,7.0,0.35,,26.9
5,33,60.0,148.84,1.0,7.81,7.0,8.05,,11.71
5,33,60.0,816.0,1.0,5.52,7.0,86.4,,6.72
5,33,60.0,54.74,1.0,2.7,7.0,4.5,,0.61
5,34,10.0,105.02,0.0,1.3,0.0,0.35,,26.9
5,34,10.0,148.84,0.0,7.81,0.0,8.05,,11.71
5,34,10.0,816.0,0.0,5.52,0.0,86.4,,6.72
5,34,10.0,54.74,0.0,2.7,0.0,4.5,,0.61
5,35,6.0,105.02,0.0,1.3,0.0,0.35,,26.9
5,35,6.0,148.84,0.0,7.81,0.0,8.05,,11.71
5,35,6.0,816.0,0.0,5.52,0.0,86.4,,6.72
5,35,6.0,54.74,0.0,2.7,0.0,4.5,,0.61
5,36,140.0,105.02,12.0,1.3,10.0,0.35,,26.9
5,36,140.0,148.84,12.0,7.81,10.0,8.05,,11.71
5,36,140.0,816.0,12.0,5.52,10.0,86.4,,6.72
5,36,140.0,54.74,12.0,2.7,10.0,4.5,,0.61
5,37,380.0,105.02,0.0,1.3,0.0,0.35,,26.9
5,37,380.0,148.84,0.0,7.81,0.0,8.05,,11.71
5,37,380.0,816.0,0.0,5.52,0.0,86.4,,6.72
5,37,380.0,54.74,0.0,2.7,0.0,4.5,,0.61
6,38,450.0,740.0,30.0,16.0,35.0,75.0,,15.0
6,38,450.0,4.47,30.0,0.19,35.0,0.01,,0.99
6,38,450.0,211.47,30.0,7.41,35.0,0.85,,42.58
6,39,220.0,740.0,5.0,16.0,10.0,75.0,,15.0
6,39,220.0,4.47,5.0,0.19,10.0,0.01,,0.99
6,39,220.0,211.47,5.0,7.41,10.0,0.85,,42.58
6,40,200.0,740.0,2.0,16.0,14.0,75.0,,15.0
6,40,200.0,4.47,2.0,0.19,14.0,0.01,,0.99
6,40,200.0,211.47,2.0,7.41,14.0,0.85,,42.58
6,41,350.0,740.0,12.0,16.0,10.0,75.0,,15.0
6,41,350.0,4.47,12.0,0.19,10.0,0.01,,0.99
6,41,350.0,211.47,12.0,7.41,10.0,0.85,,42.58
7,42,140.0,71.5,12.0,6.3,9.0,4.75,,0.35
7,42,140.0,48.38,12.0,0.0,9.0,0.0,,12.5
7,42,140.0,439.2,12.0,7.2,9.0,1.68,,96.0
7,43,1140.0,71.5,0.0,6.3,0.0,4.75,,0.35
7,43,1140.0,48.38,0.0,0.0,0.0,0.0,,12.5
7,43,1140.0,439.2,0.0,7.2,0.0,1.68,,96.0
7,44,540.0,71.5,24.0,6.3,36.0,4.75,,0.35
7,44,540.0,48.38,24.0,0.0,36.0,0.0,,12.5
7,44,540.0,439.2,24.0,7.2,36.0,1.68,,96.0
7,45,1800.0,71.5,16.0,6.3,165.0,4.75,,0.35
7,45,1800.0,48.38,16.0,0.0,165.0,0.0,,12.5
7,45,1800.0,439.2,16.0,7.2,165.0,1.68,,96.0
7,46,20.0,71.5,0.0,6.3,0.0,4.75,,0.35
7,46,20.0,48.38,0.0,0.0,0.0,0.0,,12.5
7,46,20.0,439.2,0.0,7.2,0.0,1.68,,96.0
7,47,240.0,71.5,6.0,6.3,2.0,4.75,,0.35
7,47,240.0,48.38,6.0,0.0,2.0,0.0,,12.5
7,47,240.0,439.2,6.0,7.2,2.0,1.68,,96.0
7,48,225.0,71.5,5.0,6.3,0.0,4.75,,0.35
7,48,225.0,48.38,5.0,0.0,0.0,0.0,,12.5
7,48,225.0,439.2,5.0,7.2,0.0,1.68,,96.0
7,49,120.0,71.5,2.0,6.3,0.0,4.75,,0.35
7,49,120.0,48.38,2.0,0.0,0.0,0.0,,12.5
7,49,120.0,439.2,2.0,7.2,0.0,1.68,,96.0
8,50,0.0,100.38,1.0,0.11,0.0,11.35,,0.01
8,50,0.0,40.7,1.0,1.2,0.0,0.97,,6.46
8,50,0.0,22.0,1.0,0.35,0.0,0.65,,3.6
8,51,0.0,100.38,1.0,0.11,0.0,11.35,,0.01
8,51,0.0,40.7,1.0,1.2,0.0,0.97,,6.46
8,51,0.0,22.0,1.0,0.35,0.0,0.65,,3.6
8,52,0.0,100.38,0.0,0.11,0.0,11.35,,0.01
8,52,0.0,40.7,0.0,1.2,0.0,0.97,,6.46
8,52,0.0,22.0,0.0,0.35,0.0,0.65,,3.6
8,53,2200.0,100.38,15.0,0.11,140.0,11.35,,0.01
8,53,2200.0,40.7,15.0,1.2,140.0,0.97,,6.46
8,53,2200.0,22.0,15.0,0.35,140.0,0.65,,3.6
8,54,0.0,100.38,0.0,0.11,0.0,11.35,,0.01
8,54,0.0,40.7,0.0,1.2,0.0,0.97,,6.46
8,54,0.0,22.0,0.0,0.35,0.0,0.65,,3.6
8,55,100.0,100.38,1.0,0.11,10.0,11.35,,0.01
8,55,100.0,40.7,1.0,1.2,10.0,0.97,,6.46
8,55,100.0,22.0,1.0,0.35,10.0,0.65,,3.6
8,56,1200.0,100.38,10.0,0.11,70.0,11.35,,0.01
8,56,1200.0,40.7,10.0,1.2,70.0,0.97,,6.46
8,56,1200.0,22.0,10.0,0.35,70.0,0.65,,3.6
8,57,1400.0,100.38,5.0,0.11,120.0,11.35,,0.01
8,57,1400.0,40.7,5.0,1.2,120.0,0.97,,6.46
8,57,1400.0,22.0,5.0,0.35,120.0,0.65,,3.6
9,58,550.0,414.96,0.0,11.74,62.5,1.14,,86.98
9,58,550.0,17.16,0.0,3.6,62.5,0.07,,0.23
9,58,550.0,48.38,0.0,0.0,62.5,0.0,,12.5
9,59,86.0,414.96,3.5,11.74,9.5,1.14,,86.98
9,59,86.0,17.16,3.5,3.6,9.5,0.07,,0.23
9,59,86.0,48.38,3.5,0.0,9.5,0.0,,12.5
9,60,375.0,414.96,10.0,11.74,1.875,1.14,,86.98
9,60,375.0,17.16,10.0,3.6,1.875,0.07,,0.23
9,60,375.0,48.38,10.0,0.0,1.875,0.0,,12.5
9,61,140.0,414.96,6.0,11.74,9.0,1.14,,86.98
9,61,140.0,17.16,6.0,3.6,9.0,0.07,,0.23
9,61,140.0,48.38,6.0,0.0,9.0,0.0,,12.5
9,62,6.0,414.96,0.0,11.74,0.5,1.14,,86.98
9,62,6.0,17.16,0.0,3.6,0.5,0.07,,0.23
9,62,6.0,48.38,0.0,0.0,0.5,0.0,,12.5
9,63,0.0,414.96,0.0,11.74,0.0,1.14,,86.98
9,63,0.0,17.16,0.0,3.6,0.0,0.07,,0.23
9,63,0.0,48.38,0.0,0.0,0.0,0.0,,12.5
9,64,60.0,414.96,12.0,11.74,0.0,1.14,,86.98
9,64,60.0,17.16,12.0,3.6,0.0,0.07,,0.23
9,64,60.0,48.38,12.0,0.0,0.0,0.0,,12.5
9,65,770.0,414.96,0.0,11.74,0.0,1.14,,86.98
9,65,770.0,17.16,0.0,3.6,0.0,0.07,,0.23
9,65,770.0,48.38,0.0,0.0,0.0,0.0,,12.5
10,66,240.0,76.0,15.0,6.5,15.0,5.0,,1.0
10,66,240.0,43.28,15.0,2.96,15.0,3.36,,0.11
10,66,240.0,455.39,15.0,28.25,15.0,37.29,,1.47
10,67,70.0,76.0,6.0,6.5,5.0,5.0,,1.0
10,67,70.0,43.28,6.0,2.96,5.0,3.36,,0.11
10,67,70.0,455.39,6.0,28.25,5.0,37.29,,1.47
10,68,400.0,76.0,10.0,6.5,20.0,5.0,,1.0
10,68,400.0,43.28,10.0,2.96,20.0,3.36,,0.11
10,68,400.0,455.39,10.0,28.25,20.0,37.29,,1.47
10,69,200.0,76.0,10.0,6.5,15.0,5.0,,1.0
10,69,200.0,43.28,10.0,2.96,15.0,3.36,,0.11
10,69,200.0,455.39,10.0,28.25,15.0,37.29,,1.47
11,70,0.0,40.0,60.0,0.9,20.0,0.4,,8.8
11,70,0.0,6.0,60.0,0.4,20.0,0.1,,1.5
11,70,0.0,0.0,60.0,0.0,20.0,0.0,,0.0
11,70,0.0,396.0,60.0,4.0,20.0,42.0,,5.0
11,71,450.0,40.0,0.0,0.9,36.0,0.4,,8.8
11,71,450.0,6.0,0.0,0.4,36.0,0.1,,1.5
11,71,450.0,0.0,0.0,0.0,36.0,0.0,,0.0
11,71,450.0,396.0,0.0,4.0,36.0,42.0,,5.0
11,72,10.0,40.0,1.0,0.9,0.0,0.4,,8.8
11,72,10.0,6.0,1.0,0.4,0.0,0.1,,1.5
11,72,10.0,0.0,1.0,0.0,0.0,0.0,,0.0
11,72,10.0,396.0,1.0,4.0,0.0,42.0,,5.0
11,73,50.0,40.0,0.0,0.9,2.0,0.4,,8.8
11,73,50.0,6.0,0.0,0.4,2.0,0.1,,1.5
11,73,50.0,0.0,0.0,0.0,2.0,0.0,,0.0
11,73,50.0,396.0,0.0,4.0,2.0,42.0,,5.0
11,74,0.0,40.0,0.0,0.9,0.0,0.4,,8.8
11,74,0.0,6.0,0.0,0.4,0.0,0.1,,1.5
11,74,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
11,74,0.0,396.0,0.0,4.0,0.0,42.0,,5.0
11,75,10.0,40.0,1.0,0.9,0.0,0.4,,8.8
11,75,10.0,6.0,1.0,0.4,0.0,0.1,,1.5
11,75,10.0,0.0,1.0,0.0,0.0,0.0,,0.0
11,75,10.0,396.0,1.0,4.0,0.0,42.0,,5.0
12,76,1000.0,40.0,60.0,0.9,50.0,0.4,,8.8
12,76,1000.0,6.0,60.0,0.4,50.0,0.1,,1.5
12,76,1000.0,45.0,60.0,1.9,50.0,0.2,,10.0
12,76,1000.0,358.0,60.0,0.4,50.0,40.0,,0.0
12,77,100.0,40.0,5.0,0.9,0.0,0.4,,8.8
12,77,100.0,6.0,5.0,0.4,0.0,0.1,,1.5
12,77,100.0,45.0,5.0,1.9,0.0,0.2,,10.0
12,77,100.0,358.0,5.0,0.4,0.0,40.0,,0.0
12,78,200.0,40.0,5.0,0.9,15.0,0.4,,8.8
12,78,200.0,6.0,5.0,0.4,15.0,0.1,,1.5
12,78,200.0,45.0,5.0,1.9,15.0,0.2,,10.0
12,78,200.0,358.0,5.0,0.4,15.0,40.0,,0.0
12,79,50.0,40.0,1.0,0.9,0.0,0.4,,8.8
12,79,50.0,6.0,1.0,0.4,0.0,0.1,,1.5
12,79,50.0,45.0,1.0,1.9,0.0,0.2,,10.0
12,79,50.0,358.0,1.0,0.4,0.0,40.0,,0.0
12,80,360.0,40.0,5.0,0.9,20.0,0.4,,8.8
12,80,360.0,6.0,5.0,0.4,20.0,0.1,,1.5
12,80,360.0,45.0,5.0,1.9,20.0,0.2,,10.0
12,80,360.0,358.0,5.0,0.4,20.0,40.0,,0.0
12,81,2000.0,40.0,20.0,0.9,50.0,0.4,,8.8
12,81,2000.0,6.0,20.0,0.4,50.0,0.1,,1.5
12,81,2000.0,45.0,20.0,1.9,50.0,0.2,,10.0
12,81,2000.0,358.0,20.0,0.4,50.0,40.0,,0.0
13,82,1200.0,60.0,300.0,1.7,80.0,0.1,,14.0
13,82,1200.0,104.0,300.0,0.5,80.0,0.3,,27.6
13,82,1200.0,62.0,300.0,1.4,80.0,0.3,,14.6
13,82,1200.0,48.0,300.0,3.3,80.0,0.6,,9.0
13,82,1200.0,1320.0,300.0,168.0,80.0,68.0,,0.0
13,83,52.0,60.0,1.0,1.7,0.0,0.1,,14.0
13,83,52.0,104.0,1.0,0.5,0.0,0.3,,27.6
13,83,52.0,62.0,1.0,1.4,0.0,0.3,,14.6
13,83,52.0,48.0,1.0,3.3,0.0,0.6,,9.0
13,83,52.0,1320.0,1.0,168.0,0.0,68.0,,0.0
13,84,260.0,60.0,0.0,1.7,0.0,0.1,,14.0
13,84,260.0,104.0,0.0,0.5,0.0,0.3,,27.6
13,84,260.0,62.0,0.0,1.4,0.0,0.3,,14.6
13,84,260.0,48.0,0.0,3.3,0.0,0.6,,9.0
13,84,260.0,1320.0,0.0,168.0,0.0,68.0,,0.0
13,85,25.0,60.0,1.0,1.7,0.0,0.1,,14.0
13,85,25.0,104.0,1.0,0.5,0.0,0.3,,27.6
13,85,25.0,62.0,1.0,1.4,0.0,0.3,,14.6
13,85,25.0,48.0,1.0,3.3,0.0,0.6,,9.0
13,85,25.0,1320.0,1.0,168.0,0.0,68.0,,0.0
13,86,22.0,60.0,1.0,1.7,0.0,0.1,,14.0
13,86,22.0,104.0,1.0,0.5,0.0,0.3,,27.6
13,86,22.0,62.0,1.0,1.4,0.0,0.3,,14.6
13,86,22.0,48.0,1.0,3.3,0.0,0.6,,9.0
13,86,22.0,1320.0,1.0,168.0,0.0,68.0,,0.0
13,87,20.0,60.0,1.0,1.7,0.0,0.1,,14.0
13,87,20.0,104.0,1.0,0.5,0.0,0.3,,27.6
13,87,20.0,62.0,1.0,1.4,0.0,0.3,,14.6
13,87,20.0,48.0,1.0,3.3,0.0,0.6,,9.0
13,87,20.0,1320.0,1.0,168.0,0.0,68.0,,0.0
13,88,45.0,60.0,1.0,1.7,0.0,0.1,,14.0
13,88,45.0,104.0,1.0,0.5,0.0,0.3,,27.6
13,88,45.0,62.0,1.0,1.4,0.0,0.3,,14.6
13,88,45.0,48.0,1.0,3.3,0.0,0.6,,9.0
13,88,45.0,1320.0,1.0,168.0,0.0,68.0,,0.0
13,89,140.0,60.0,3.0,1.7,0.0,0.1,,14.0
13,89,140.0,104.0,3.0,0.5,0.0,0.3,,27.6
13,89,140.0,62.0,3.0,1.4,0.0,0.3,,14.6
13,89,140.0,48.0,3.0,3.3,0.0,0.6,,9.0
13,89,140.0,1320.0,3.0,168.0,0.0,68.0,,0.0
14,90,120.0,267.0,2.0,28.0,3.5,14.0,,6.0
14,90,120.0,40.0,2.0,1.9,3.5,0.4,,9.5
14,90,120.0,30.0,2.0,1.3,3.5,0.1,,6.6
14,91,20.0,267.0,1.0,28.0,0.5,14.0,,6.0
14,91,20.0,40.0,1.0,1.9,0.5,0.4,,9.5
14,91,20.0,30.0,1.0,1.3,0.5,0.1,,6.6
14,92,10.0,267.0,0.0,28.0,2.5,14.0,,6.0
14,92,10.0,40.0,0.0,1.9,2.5,0.4,,9.5
14,92,10.0,30.0,0.0,1.3,2.5,0.1,,6.6
14,93,10.0,267.0,1.0,28.0,0.0,14.0,,6.0
14,93,10.0,40.0,1.0,1.9,0.0,0.4,,9.5
14,93,10.0,30.0,1.0,1.3,0.0,0.1,,6.6
14,94,120.0,267.0,3.0,28.0,8.5,14.0,,6.0
14,94,120.0,40.0,3.0,1.9,8.5,0.4,,9.5
14,94,120.0,30.0,3.0,1.3,8.5,0.1,,6.6
14,95,20.0,267.0,1.0,28.0,4.5,14.0,,6.0
14,95,20.0,40.0,1.0,1.9,4.5,0.4,,9.5
14,95,20.0,30.0,1.0,1.3,4.5,0.1,,6.6
14,96,10.0,267.0,1.0,28.0,4.5,14.0,,6.0
14,96,10.0,40.0,1.0,1.9,4.5,0.4,,9.5
14,96,10.0,30.0,1.0,1.3,4.5,0.1,,6.6
14,97,10.0,267.0,1.0,28.0,4.5,14.0,,6.0
14,97,10.0,40.0,1.0,1.9,4.5,0.4,,9.5
14,97,10.0,30.0,1.0,1.3,4.5,0.1,,6.6
15,98,364.0,390.0,6.25,7.0,16.35,3.0,,80.0
15,98,364.0,48.0,6.25,1.0,16.35,0.5,,11.5
15,99,34.0,390.0,1.0,7.0,0.5,3.0,,80.0
15,99,34.0,48.0,1.0,1.0,0.5,0.5,,11.5
15,100,770.0,390.0,0.0,7.0,0.0,3.0,,80.0
15,100,770.0,48.0,0.0,1.0,0.0,0.5,,11.5
15,101,340.0,390.0,9.25,7.0,18.75,3.0,,80.0
15,101,340.0,48.0,9.25,1.0,18.75,0.5,,11.5
15,102,0.0,390.0,0.0,7.0,0.0,3.0,,80.0
15,102,0.0,48.0,0.0,1.0,0.0,0.5,,11.5
16,103,61.0,170.0,1.8,3.0,0.7,4.0,,32.0
16,103,61.0,150.0,1.8,8.0,0.7,8.0,,12.0
16,103,61.0,130.0,1.8,6.5,0.7,10.5,,1.5
16,104,50.0,170.0,3.4,3.0,0.5,4.0,,32.0
16,104,50.0,150.0,3.4,8.0,0.5,8.0,,12.0
16,104,50.0,130.0,3.4,6.5,0.5,10.5,,1.5
16,105,140.0,170.0,1.0,3.0,16.5,4.0,,32.0
16,105,140.0,150.0,1.0,8.0,16.5,8.0,,12.0
16,105,140.0,130.0,1.0,6.5,16.5,10.5,,1.5
16,106,290.0,170.0,7.0,3.0,2.5,4.0,,32.0
16,106,290.0,150.0,7.0,8.0,2.5,8.0,,12.0
16,106,290.0,130.0,7.0,6.5,2.5,10.5,,1.5
16,107,70.0,170.0,2.8,3.0,0.1,4.0,,32.0
16,107,70.0,150.0,2.8,8.0,0.1,8.0,,12.0
16,107,70.0,130.0,2.8,6.5,0.1,10.5,,1.5
16,108,379.0,170.0,0.0,3.0,0.0,4.0,,32.0
16,108,379.0,150.0,0.0,8.0,0.0,8.0,,12.0
16,108,379.0,130.0,0.0,6.5,0.0,10.5,,1.5
16,109,140.0,170.0,12.0,3.0,10.0,4.0,,32.0
16,109,140.0,150.0,12.0,8.0,10.0,8.0,,12.0
16,109,140.0,130.0,12.0,6.5,10.0,10.5,,1.5
16,110,6.0,170.0,0.0,3.0,0.1,4.0,,32.0
16,110,6.0,150.0,0.0,8.0,0.1,8.0,,12.0
16,110,6.0,130.0,0.0,6.5,0.1,10.5,,1.5
16,111,96.0,170.0,0.0,3.0,0.0,4.0,,32.0
16,111,96.0,150.0,0.0,8.0,0.0,8.0,,12.0
16,111,96.0,130.0,0.0,6.5,0.0,10.5,,1.5
16,112,180.0,170.0,3.4,3.0,20.0,4.0,,32.0
16,112,180.0,150.0,3.4,8.0,20.0,8.0,,12.0
16,112,180.0,130.0,3.4,6.5,20.0,10.5,,1.5
16,113,362.0,170.0,9.5,3.0,6.7,4.0,,32.0
16,113,362.0,150.0,9.5,8.0,6.7,8.0,,12.0
16,113,362.0,130.0,9.5,6.5,6.7,10.5,,1.5
17,114,1095.0,950.0,13.0,18.0,58.0,60.0,,90.0
