experiment_id,ingredient_id,name_original,name_original,name_en,name_en
4,27,Salmon,salmo,Salmon,salmon
4,27,Salmon,Japan,Salmon,Japanese mayo
4,27,Salmon,sprin,Salmon,spring onions
4,28,Japanese mayo,potat,Japanese Mayo,potatoes
4,28,Japanese mayo,salmo,Japanese Mayo,salmon
4,28,Japanese mayo,Japan,Japanese Mayo,Japanese mayo
4,28,Japanese mayo,sprin,Japanese Mayo,spring onions
4,29,Spring onions,potat,Spring Onions,potatoes
4,29,Spring onions,salmo,Spring Onions,salmon
4,29,Spring onions,Japan,Spring Onions,Japanese mayo
4,29,Spring onions,sprin,Spring Onions,spring onions
4,30,Tobiko,potat,Tobiko,potatoes
4,30,Tobiko,salmo,Tobiko,salmon
4,30,Tobiko,Japan,Tobiko,Japanese mayo
4,30,Tobiko,sprin,Tobiko,spring onions
5,31,banana,banan,banana,banana
5,31,banana,milk,banana,milk
5,31,banana,whipp,banana,whipping cream
5,31,banana,egg y,banana,egg yolks
5,32,milk,banan,milk,banana
5,32,milk,milk,milk,milk
5,32,milk,whipp,milk,whipping cream
5,32,milk,egg y,milk,egg yolks
5,33,whipping cream,banan,whipping cream,banana
5,33,whipping cream,milk,whipping cream,milk
5,33,whipping cream,whipp,whipping cream,whipping cream
5,33,whipping cream,egg y,whipping cream,egg yolks
5,34,vanilla,banan,vanilla,banana
5,34,vanilla,milk,vanilla,milk
5,34,vanilla,whipp,vanilla,whipping cream
5,34,vanilla,egg y,vanilla,egg yolks
5,35,cinnamon powder,banan,cinnamon powder,banana
5,35,cinnamon powder,milk,cinnamon powder,milk
5,35,cinnamon powder,whipp,cinnamon powder,whipping cream
5,35,cinnamon powder,egg y,cinnamon powder,egg yolks
5,36,egg yolks,banan,egg yolks,banana
5,36,egg yolks,milk,egg yolks,milk
5,36,egg yolks,whipp,egg yolks,whipping cream
5,36,egg yolks,egg y,egg yolks,egg yolks
5,37,sugar,banan,sugar,banana
5,37,sugar,milk,sugar,milk
5,37,sugar,whipp,sugar,whipping cream
5,37,sugar,egg y,sugar,egg yolks
6,38,Fried Dace,fried dace,Fried Dace,fried dace
6,38,Fried Dace,garli,Fried Dace,garlic
6,38,Fried Dace,pasta,Fried Dace,pasta
6,39,Salted Black Beans,fried dace,Salted Black Beans,fried dace
6,39,Salted Black Beans,garli,Salted Black Beans,garlic
6,39,Salted Black Beans,pasta,Salted Black Beans,pasta
6,40,Aglio Olio,fried dace,Garlic Oil,fried dace
6,40,Aglio Olio,garli,Garlic Oil,garlic
6,40,Aglio Olio,pasta,Garlic Oil,pasta
6,41,Pasta,fried dace,Pasta,fried dace
6,41,Pasta,garli,Pasta,garlic
6,41,Pasta,pasta,Pasta,pasta
7,42,eggs,eggs,Eggs,eggs
7,42,eggs,sugar,Eggs,sugar
7,42,eggs,gluti,Eggs,glutinous rice flour
7,43,sugar,eggs,Sugar,eggs
7,43,sugar,sugar,Sugar,sugar
7,43,sugar,gluti,Sugar,glutinous rice flour
7,44,milk,eggs,Milk,eggs
7,44,milk,sugar,Milk,sugar
7,44,milk,gluti,Milk,glutinous rice flour
7,45,butter,eggs,Butter,eggs
7,45,butter,sugar,Butter,sugar
7,45,butter,gluti,Butter,glutinous rice flour
7,46,vanilla,eggs,Vanilla,eggs
7,46,vanilla,sugar,Vanilla,sugar
7,46,vanilla,gluti,Vanilla,glutinous rice flour
7,47,glutinous rice flour,eggs,Glutinous Rice Flour,eggs
7,47,glutinous rice flour,sugar,Glutinous Rice Flour,sugar
7,47,glutinous rice flour,gluti,Glutinous Rice Flour,glutinous rice flour
7,48,tapioca flour,eggs,Tapioca Flour,eggs
7,48,tapioca flour,sugar,Tapioca Flour,sugar
7,48,tapioca flour,gluti,Tapioca Flour,glutinous rice flour
7,49,baking powder,eggs,Baking Powder,eggs
7,49,baking powder,sugar,Baking Powder,sugar
7,49,baking powder,gluti,Baking Powder,glutinous rice flour
8,50,Milo powder,butte,Milo powder,butter
8,50,Milo powder,Milo ,Milo powder,Milo powder
8,50,Milo powder,Mary ,Milo powder,Mary biscuits
8,51,cocoa powder,butte,cocoa powder,butter
8,51,cocoa powder,Milo ,cocoa powder,Milo powder
8,51,cocoa powder,Mary ,cocoa powder,Mary biscuits
8,52,salt,butte,salt,butter
8,52,salt,Milo ,salt,Milo powder
8,52,salt,Mary ,salt,Mary biscuits
8,53,condensed milk,butte,condensed milk,butter
8,53,condensed milk,Milo ,condensed milk,Milo powder
8,53,condensed milk,Mary ,condensed milk,Mary biscuits
8,54,vanilla extract,butte,vanilla extract,butter
8,54,vanilla extract,Milo ,vanilla extract,Milo powder
8,54,vanilla extract,Mary ,vanilla extract,Mary biscuits
8,55,cream,butte,cream,butter
8,55,cream,Milo ,cream,Milo powder
8,55,cream,Mary ,cream,Mary biscuits
8,56,biscuits,butte,biscuits,butter
8,56,biscuits,Milo ,biscuits,Milo powder
8,56,biscuits,Mary ,biscuits,Mary biscuits
8,57,chocolate sauce,butte,chocolate sauce,butter
8,57,chocolate sauce,Milo ,chocolate sauce,Milo powder
8,57,chocolate sauce,Mary ,chocolate sauce,Mary biscuits
9,58,,cake ,Butter,cake flour
9,58,,egg w,Butter,egg whites
9,58,,sugar,Butter,sugar
9,59,,cake ,Milk,cake flour
9,59,,egg w,Milk,egg whites
9,59,,sugar,Milk,sugar
9,60,,cake ,Cake Flour,cake flour
9,60,,egg w,Cake Flour,egg whites
9,60,,sugar,Cake Flour,sugar
9,61,,cake ,Egg Yolks,cake flour
9,61,,egg w,Egg Yolks,egg whites
9,61,,sugar,Egg Yolks,sugar
9,62,,cake ,Vanilla,cake flour
9,62,,egg w,Vanilla,egg whites
9,62,,sugar,Vanilla,sugar
9,63,,cake ,Salt,cake flour
9,63,,egg w,Salt,egg whites
9,63,,sugar,Salt,sugar
9,64,,cake ,Egg Whites,cake flour
9,64,,egg w,Egg Whites,egg whites
9,64,,sugar,Egg Whites,sugar
9,65,,cake ,Sugar,cake flour
9,65,,egg w,Sugar,egg whites
9,65,,sugar,Sugar,sugar
10,66,Century Egg,centu,Century Egg,century egg
10,66,Century Egg,bacon,Century Egg,bacon
10,66,Century Egg,chees,Century Egg,cheese
10,67,Regular Egg,centu,Egg,century egg
10,67,Regular Egg,bacon,Egg,bacon
10,67,Regular Egg,chees,Egg,cheese
10,68,Cheese,centu,Cheese,century egg
10,68,Cheese,bacon,Cheese,bacon
10,68,Cheese,chees,Cheese,cheese
10,69,Bacon,centu,Bacon,century egg
10,69,Bacon,bacon,Bacon,bacon
10,69,Bacon,chees,Bacon,cheese
11,70, Ayam,ginger,Chicken,ginger
11,70, Ayam,spring onion,Chicken,spring onion
11,70, Ayam,salt,Chicken,salt
11,70, Ayam,coconut milk,Chicken,coconut milk
11,71,Lemak,ginger,Coconut Milk,ginger
11,71,Lemak,spring onion,Coconut Milk,spring onion
11,71,Lemak,salt,Coconut Milk,salt
11,71,Lemak,coconut milk,Coconut Milk,coconut milk
11,72, Jaipan,ginger,Ginger,ginger
11,72, Jaipan,spring onion,Ginger,spring onion
11,72, Jaipan,salt,Ginger,salt
11,72, Jaipan,coconut milk,Ginger,coconut milk
11,73,Sambal,ginger,Chili Sauce,ginger
11,73,Sambal,spring onion,Chili Sauce,spring onion
11,73,Sambal,salt,Chili Sauce,salt
11,73,Sambal,coconut milk,Chili Sauce,coconut milk
11,74, Asin,ginger,Salt,ginger
11,74, Asin,spring onion,Salt,spring onion
11,74, Asin,salt,Salt,salt
11,74, Asin,coconut milk,Salt,coconut milk
11,75,Bawang,ginger,Spring Onion,ginger
11,75,Bawang,spring onion,Spring Onion,spring onion
11,75,Bawang,salt,Spring Onion,salt
11,75,Bawang,coconut milk,Spring Onion,coconut milk
12,76,,ginger,,ginger
12,76,,scallion,,scallion
12,76,,garlic,,garlic
12,76,,butter,,butter
12,77,,ginger,,ginger
12,77,,scallion,,scallion
12,77,,garlic,,garlic
12,77,,butter,,butter
12,78,,ginger,,ginger
12,78,,scallion,,scallion
12,78,,garlic,,garlic
12,78,,butter,,butter
12,79,,ginger,,ginger
12,79,,scallion,,scallion
12,79,,garlic,,garlic
12,79,,butter,,butter
12,80,,ginger,,ginger
12,80,,scallion,,scallion
12,80,,garlic,,garlic
12,80,,butter,,butter
12,81,,ginger,,ginger
12,81,,scallion,,scallion
12,81,,garlic,,garlic
12,81,,butter,,butter
13,82,pulled chicken,onion,chicken breast or thighs,onion
13,82,pulled chicken,apple,chicken breast or thighs,apple
13,82,pulled chicken,carrot,chicken breast or thighs,carrot
13,82,pulled chicken,napa cabbage,chicken breast or thighs,napa cabbage
13,82,pulled chicken,chicken,chicken breast or thighs,chicken
13,83,onion,onion,onion,onion
13,83,onion,apple,onion,apple
13,83,onion,carrot,onion,carrot
13,83,onion,napa cabbage,onion,napa cabbage
13,83,onion,chicken,onion,chicken
13,84,apple,onion,apple,onion
13,84,apple,apple,apple,apple
13,84,apple,carrot,apple,carrot
13,84,apple,napa cabbage,apple,napa cabbage
13,84,apple,chicken,apple,chicken
13,85,carrot,onion,carrot,onion
13,85,carrot,apple,carrot,apple
13,85,carrot,carrot,carrot,carrot
13,85,carrot,napa cabbage,carrot,napa cabbage
13,85,carrot,chicken,carrot,chicken
13,86,napa cabbage,onion,napa cabbage,onion
13,86,napa cabbage,apple,napa cabbage,apple
13,86,napa cabbage,carrot,napa cabbage,carrot
13,86,napa cabbage,napa cabbage,napa cabbage,napa cabbage
13,86,napa cabbage,chicken,napa cabbage,chicken
13,87,spring onions,onion,spring onions,onion
13,87,spring onions,apple,spring onions,apple
13,87,spring onions,carrot,spring onions,carrot
13,87,spring onions,napa cabbage,spring onions,napa cabbage
13,87,spring onions,chicken,spring onions,chicken
13,88,ginger,onion,ginger,onion
13,88,ginger,apple,ginger,apple
13,88,ginger,carrot,ginger,carrot
13,88,ginger,napa cabbage,ginger,napa cabbage
13,88,ginger,chicken,ginger,chicken
13,89,goji berries,onion,goji berries,onion
13,89,goji berries,apple,goji berries,apple
13,89,goji berries,carrot,goji berries,carrot
13,89,goji berries,napa cabbage,goji berries,napa cabbage
13,89,goji berries,chicken,goji berries,chicken
14,90,,century egg,,century egg
14,90,,green chilies,,green chilies
14,90,,garlic,,garlic
14,91,,century egg,,century egg
14,91,,green chilies,,green chilies
14,91,,garlic,,garlic
14,92,,century egg,,century egg
14,92,,green chilies,,green chilies
14,92,,garlic,,garlic
14,93,,century egg,,century egg
14,93,,green chilies,,green chilies
14,93,,garlic,,garlic
14,94,,century egg,,century egg
14,94,,green chilies,,green chilies
14,94,,garlic,,garlic
14,95,,century egg,,century egg
14,95,,green chilies,,green chilies
14,95,,garlic,,garlic
14,96,,century egg,,century egg
14,96,,green chilies,,green chilies
14,96,,garlic,,garlic
14,97,,century egg,,century egg
14,97,,green chilies,,green chilies
14,97,,garlic,,garlic
15,98,Frosted Wheat Flakes,Coco Crunch,Frosted Wheat Flakes,Coco Crunch
15,98,Frosted Wheat Flakes,strawberry,Frosted Wheat Flakes,strawberry
15,99,Strawberry,Coco Crunch,Strawberry,Coco Crunch
15,99,Strawberry,strawberry,Strawberry,strawberry
15,100,Sugar,Coco Crunch,Sugar,Coco Crunch
15,100,Sugar,strawberry,Sugar,strawberry
15,101,Cocoa,Coco Crunch,Cocoa,Coco Crunch
15,101,Cocoa,strawberry,Cocoa,strawberry
15,102,Salt,Coco Crunch,Salt,Coco Crunch
15,102,Salt,strawberry,Salt,strawberry
16,103,corn,cream corn,corn,cream corn
16,103,corn,milk,corn,milk
16,103,corn,egg yolks,corn,egg yolks
16,104,milk,cream corn,milk,cream corn
16,104,milk,milk,milk,milk
16,104,milk,egg yolks,milk,egg yolks
16,105,brown butter,cream corn,brown butter,cream corn
16,105,brown butter,milk,brown butter,milk
16,105,brown butter,egg yolks,brown butter,egg yolks
16,106,flour,cream corn,flour,cream corn
16,106,flour,milk,flour,milk
16,106,flour,egg yolks,flour,egg yolks
16,107,cornstarch,cream corn,cornstarch,cream corn
16,107,cornstarch,milk,cornstarch,milk
16,107,cornstarch,egg yolks,cornstarch,egg yolks
16,108,sugar,cream corn,sugar,cream corn
16,108,sugar,milk,sugar,milk
16,108,sugar,egg yolks,sugar,egg yolks
16,109,egg yolks,cream corn,egg yolks,cream corn
16,109,egg yolks,milk,egg yolks,milk
16,109,egg yolks,egg yolks,egg yolks,egg yolks
16,110,vanilla,cream corn,vanilla,cream corn
16,110,vanilla,milk,vanilla,milk
16,110,vanilla,egg yolks,vanilla,egg yolks
16,111,rum,cream corn,rum,cream corn
16,111,rum,milk,rum,milk
16,111,rum,egg yolks,rum,egg yolks
16,112,whipped cream,cream corn,whipped cream,cream corn
16,112,whipped cream,milk,whipped cream,milk
16,112,whipped cream,egg yolks,whipped cream,egg yolks
16,113,oats,cream corn,oats,cream corn
16,113,oats,milk,oats,milk
16,113,oats,egg yolks,oats,egg yolks
17,114,all-purpose flour,puff pastry,All-Purpose Flour,puff pastry
17,114,all-purpose flour,cinnamon sugar,All-Purpose Flour,cinnamon sugar
17,114,all-purpose flour,milk,All-Purpose Flour,milk
17,115,butter,puff pastry,Unsalted Butter,puff pastry
17,115,butter,cinnamon sugar,Unsalted Butter,cinnamon sugar
17,115,butter,milk,Unsalted Butter,milk
17,116,sugar,puff pastry,Granulated Sugar,puff pastry
17,116,sugar,cinnamon sugar,Granulated Sugar,cinnamon sugar
17,116,sugar,milk,Granulated Sugar,milk
17,117,salt,puff pastry,Salt,puff pastry
17,117,salt,cinnamon sugar,Salt,cinnamon sugar
17,117,salt,milk,Salt,milk
17,118,milk,puff pastry,Milk,puff pastry
17,118,milk,cinnamon sugar,Milk,cinnamon sugar
17,118,milk,milk,Milk,milk
18,119,,butter,,butter
18,119,,black sesame seeds,,black sesame seeds
18,119,,black sesame paste,,black sesame paste
18,120,,butter,,butter
18,120,,black sesame seeds,,black sesame seeds
18,120,,black sesame paste,,black sesame paste
18,121,black sesame seeds,butter,black sesame seeds,butter
18,121,black sesame seeds,black sesame seeds,black sesame seeds,black sesame seeds
18,121,black sesame seeds,black sesame paste,black sesame seeds,black sesame paste
18,122,black sesame paste,butter,black sesame paste,butter
18,122,black sesame paste,black sesame seeds,black sesame paste,black sesame seeds
18,122,black sesame paste,black sesame paste,black sesame paste,black sesame paste
18,123,,butter,,butter
18,123,,black sesame seeds,,black sesame seeds
18,123,,black sesame paste,,black sesame paste
19,124,Chicken breast,chicken,Chicken breast,chicken
19,124,Chicken breast,potatoes,Chicken breast,potatoes
19,124,Chicken breast,durian,Chicken breast,durian
19,125,Potatoes,chicken,Potatoes,chicken
19,125,Potatoes,potatoes,Potatoes,potatoes
19,125,Potatoes,durian,Potatoes,durian
19,126,Carrots,chicken,Carrots,chicken
19,126,Carrots,potatoes,Carrots,potatoes
19,126,Carrots,durian,Carrots,durian
19,127,Curry paste,chicken,Curry paste,chicken
19,127,Curry paste,potatoes,Curry paste,potatoes
19,127,Curry paste,durian,Curry paste,durian
19,128,Durian flesh,chicken,Durian flesh,chicken
19,128,Durian flesh,potatoes,Durian flesh,potatoes
19,128,Durian flesh,durian,Durian flesh,durian
20,129,gula melaka,dried longan,Gula Melaka,dried longan
20,129,gula melaka,gula melaka,Gula Melaka,palm sugar
20,130,pandan leaves,dried longan,Pandan Leaves,dried longan
20,130,pandan leaves,gula melaka,Pandan Leaves,palm sugar
20,131,lo-hon-gor or manfurt,dried longan,Lo-Hon-Gor or Manfurt,dried longan
20,131,lo-hon-gor or manfurt,gula melaka,Lo-Hon-Gor or Manfurt,palm sugar
20,132,longan fruit,dried longan,Longan Fruit,dried longan
20,132,longan fruit,gula melaka,Longan Fruit,palm sugar
20,133,Nescafe espresso concentrate - sweet vanilla,dried longan,Nescafe Espresso Concentrate (Sweet Vanilla),dried longan
20,133,Nescafe espresso concentrate - sweet vanilla,gula melaka,Nescafe Espresso Concentrate (Sweet Vanilla),palm sugar
21,134,potatoes,fries,potatoes,fries
21,134,potatoes,salt,potatoes,salt
21,134,potatoes,sugar,potatoes,sugar
21,134,potatoes,black pepper,potatoes,black pepper
21,135,oil,fries,oil,fries
21,135,oil,salt,oil,salt
21,135,oil,sugar,oil,sugar
21,135,oil,black pepper,oil,black pepper
21,136,salt,fries,salt,fries
21,136,salt,salt,salt,salt
21,136,salt,sugar,salt,sugar
21,136,salt,black pepper,salt,black pepper
21,137,pepper,fries,pepper,fries
21,137,pepper,salt,pepper,salt
21,137,pepper,sugar,pepper,sugar
21,137,pepper,black pepper,pepper,black pepper
21,138,baking powder,fries,baking powder,fries
21,138,baking powder,salt,baking powder,salt
21,138,baking powder,sugar,baking powder,sugar
21,138,baking powder,black pepper,baking powder,black pepper
22,,,dried persimmons,,dried persimmons
22,,,sweet potatoes,,sweet potatoes
22,,,goji berries,,goji berries
22,,,longans,,longans
22,,,red dates,,red dates
22,,,raisins,,raisins
22,,,rum,,rum
22,,,butter,,butter
22,,,gula melaka,,palm sugar
22,,,eggs,,eggs
22,,,orange zest,,orange zest
22,,,orange juice,,orange juice
22,,,korean pear,,korean pear
22,,,flour,,flour
22,,,baking powder,,baking powder
22,,,christmas spices,,spices mix
22,,,salt,,salt
23,139,Kante,whipped cream,Kante,cream
23,139,Kante,condensed milk,Kante,condensed milk
23,139,Kante,gamtae,Kante,gamtae seaweed
23,139,Kante,gamtae powder,Kante,seaweed powder
23,139,Kante,gamtae sheets,Kante,seaweed sheets
23,139,Kante,miso caramel,Kante,miso caramel
23,139,Kante,seaweed snack,Kante,seaweed snack
23,140,Condensed Milk,whipped cream,Sweetened Condensed Milk,cream
23,140,Condensed Milk,condensed milk,Sweetened Condensed Milk,condensed milk
23,140,Condensed Milk,gamtae,Sweetened Condensed Milk,gamtae seaweed
23,140,Condensed Milk,gamtae powder,Sweetened Condensed Milk,seaweed powder
23,140,Condensed Milk,gamtae sheets,Sweetened Condensed Milk,seaweed sheets
23,140,Condensed Milk,miso caramel,Sweetened Condensed Milk,miso caramel
23,140,Condensed Milk,seaweed snack,Sweetened Condensed Milk,seaweed snack
23,141,Whipped Cream,whipped cream,Heavy Whipping Cream,cream
23,141,Whipped Cream,condensed milk,Heavy Whipping Cream,condensed milk
23,141,Whipped Cream,gamtae,Heavy Whipping Cream,gamtae seaweed
23,141,Whipped Cream,gamtae powder,Heavy Whipping Cream,seaweed powder
23,141,Whipped Cream,gamtae sheets,Heavy Whipping Cream,seaweed sheets
23,141,Whipped Cream,miso caramel,Heavy Whipping Cream,miso caramel
23,141,Whipped Cream,seaweed snack,Heavy Whipping Cream,seaweed snack
23,142,Miso,whipped cream,Miso Paste,cream
23,142,Miso,condensed milk,Miso Paste,condensed milk
23,142,Miso,gamtae,Miso Paste,gamtae seaweed
23,142,Miso,gamtae powder,Miso Paste,seaweed powder
23,142,Miso,gamtae sheets,Miso Paste,seaweed sheets
23,142,Miso,miso caramel,Miso Paste,miso caramel
23,142,Miso,seaweed snack,Miso Paste,seaweed snack
23,143,Kante Powder,whipped cream,Kante Powder,cream
23,143,Kante Powder,condensed milk,Kante Powder,condensed milk
23,143,Kante Powder,gamtae,Kante Powder,gamtae seaweed
23,143,Kante Powder,gamtae powder,Kante Powder,seaweed powder
23,143,Kante Powder,gamtae sheets,Kante Powder,seaweed sheets
23,143,Kante Powder,miso caramel,Kante Powder,miso caramel
23,143,Kante Powder,seaweed snack,Kante Powder,seaweed snack
23,144,Seaweed,whipped cream,Kelp Sheets,cream
23,144,Seaweed,condensed milk,Kelp Sheets,condensed milk
23,144,Seaweed,gamtae,Kelp Sheets,gamtae seaweed
23,144,Seaweed,gamtae powder,Kelp Sheets,seaweed powder
23,144,Seaweed,gamtae sheets,Kelp Sheets,seaweed sheets
23,144,Seaweed,miso caramel,Kelp Sheets,miso caramel
23,144,Seaweed,seaweed snack,Kelp Sheets,seaweed snack
24,145,gula melaka,gula melaka,Gula Melaka,palm sugar
24,145,gula melaka,coconut milk,Gula Melaka,coconut milk
24,145,gula melaka,butter,Gula Melaka,butter
24,145,gula melaka,sugar,Gula Melaka,sugar
24,145,gula melaka,eggs,Gula Melaka,eggs
24,145,gula melaka,flour,Gula Melaka,flour (dry ingredients)
24,145,gula melaka,longans,Gula Melaka,longans
24,146,coconut milk,gula melaka,Coconut Milk,palm sugar
24,146,coconut milk,coconut milk,Coconut Milk,coconut milk
24,146,coconut milk,butter,Coconut Milk,butter
24,146,coconut milk,sugar,Coconut Milk,sugar
24,146,coconut milk,eggs,Coconut Milk,eggs
24,146,coconut milk,flour,Coconut Milk,flour (dry ingredients)
24,146,coconut milk,longans,Coconut Milk,longans
24,147,butter,gula melaka,Butter,palm sugar
24,147,butter,coconut milk,Butter,coconut milk
24,147,butter,butter,Butter,butter
24,147,butter,sugar,Butter,sugar
24,147,butter,eggs,Butter,eggs
24,147,butter,flour,Butter,flour (dry ingredients)
24,147,butter,longans,Butter,longans
24,148,sugar,gula melaka,Sugar,palm sugar
24,148,sugar,coconut milk,Sugar,coconut milk
24,148,sugar,butter,Sugar,butter
24,148,sugar,sugar,Sugar,sugar
24,148,sugar,eggs,Sugar,eggs
24,148,sugar,flour,Sugar,flour (dry ingredients)
24,148,sugar,longans,Sugar,longans
24,149,eggs,gula melaka,Eggs,palm sugar
24,149,eggs,coconut milk,Eggs,coconut milk
24,149,eggs,butter,Eggs,butter
24,149,eggs,sugar,Eggs,sugar
24,149,eggs,eggs,Eggs,eggs
24,149,eggs,flour,Eggs,flour (dry ingredients)
24,149,eggs,longans,Eggs,longans
24,150,longans (rum soaked),gula melaka,Longans (Rum Soaked),palm sugar
24,150,longans (rum soaked),coconut milk,Longans (Rum Soaked),coconut milk
24,150,longans (rum soaked),butter,Longans (Rum Soaked),butter
24,150,longans (rum soaked),sugar,Longans (Rum Soaked),sugar
24,150,longans (rum soaked),eggs,Longans (Rum Soaked),eggs
24,150,longans (rum soaked),flour,Longans (Rum Soaked),flour (dry ingredients)
24,150,longans (rum soaked),longans,Longans (Rum Soaked),longans
25,,,white bread,,white bread
25,,,butter,,butter
25,,,kaya,,coconut jam
25,,,egg yolk,,cured egg yolk
26,151,,kimchi,Kimchi,kimchi
26,151,,bread,Kimchi,bread
26,151,,cheese,Kimchi,cheese
26,152,,kimchi,Bread,kimchi
26,152,,bread,Bread,bread
26,152,,cheese,Bread,cheese
26,153,,kimchi,Cheese,kimchi
26,153,,bread,Cheese,bread
26,153,,cheese,Cheese,cheese
27,154,Flour,bread flour,Flour,bread flour
27,154,Flour,all purpose flour,Flour,all-purpose flour
27,154,Flour,sugar,Flour,sugar
27,154,Flour,salt,Flour,salt
27,154,Flour,yeast,Flour,yeast
27,154,Flour,water,Flour,water
27,154,Flour,butter,Flour,butter
27,155,Flour,bread flour,All Purpose Flour,bread flour
27,155,Flour,all purpose flour,All Purpose Flour,all-purpose flour
27,155,Flour,sugar,All Purpose Flour,sugar
27,155,Flour,salt,All Purpose Flour,salt
27,155,Flour,yeast,All Purpose Flour,yeast
27,155,Flour,water,All Purpose Flour,water
27,155,Flour,butter,All Purpose Flour,butter
27,156,Sugar,bread flour,Sugar,bread flour
27,156,Sugar,all purpose flour,Sugar,all-purpose flour
27,156,Sugar,sugar,Sugar,sugar
