experiment_id,ingredient_id,quantity_value,quantity_value_culinary,unit_en,quantity_unit_culinary
9,60,200.0,1.0,g,cup
9,60,200.0,3.0,g,white
9,60,200.0,1.0,g,tbsp
9,61,2.0,1.0,egg yolks,cup
9,61,2.0,3.0,egg yolks,white
9,61,2.0,1.0,egg yolks,tbsp
9,62,1.0,1.0,tsp,cup
9,62,1.0,3.0,tsp,white
9,62,1.0,1.0,tsp,tbsp
9,63,1.0,1.0,pinch,cup
9,63,1.0,3.0,pinch,white
9,63,1.0,1.0,pinch,tbsp
9,64,3.0,1.0,egg whites,cup
9,64,3.0,3.0,egg whites,white
9,64,3.0,1.0,egg whites,tbsp
9,65,100.0,1.0,g,cup
9,65,100.0,3.0,g,white
9,65,100.0,1.0,g,tbsp
10,66,4.0,1.0,,whole
10,66,4.0,1.0,,slice
10,66,4.0,1.0,,cup
10,67,2.0,1.0,,whole
10,67,2.0,1.0,,slice
10,67,2.0,1.0,,cup
10,68,2.0,1.0,,whole
10,68,2.0,1.0,,slice
10,68,2.0,1.0,,cup
10,69,4.0,1.0,,whole
10,69,4.0,1.0,,slice
10,69,4.0,1.0,,cup
11,70,1.0,1.0,,piece
11,70,1.0,2.0,,stalk
11,70,1.0,1.0,,pinch
11,70,1.0,1.0,,packet
11,71,250.0,1.0,,piece
11,71,250.0,2.0,,stalk
11,71,250.0,1.0,,pinch
11,71,250.0,1.0,,packet
11,72,20.0,1.0,,piece
11,72,20.0,2.0,,stalk
11,72,20.0,1.0,,pinch
11,72,20.0,1.0,,packet
11,73,20.0,1.0,,piece
11,73,20.0,2.0,,stalk
11,73,20.0,1.0,,pinch
11,73,20.0,1.0,,packet
11,74,5.0,1.0,,piece
11,74,5.0,2.0,,stalk
11,74,5.0,1.0,,pinch
11,74,5.0,1.0,,packet
11,75,20.0,1.0,,piece
11,75,20.0,2.0,,stalk
11,75,20.0,1.0,,pinch
11,75,20.0,1.0,,packet
12,76,1.0,1.0,,piece
12,76,1.0,2.0,,stalk
12,76,1.0,3.0,,clove
12,76,1.0,1.0,,tablespoon
12,77,3.0,1.0,,piece
12,77,3.0,2.0,,stalk
12,77,3.0,3.0,,clove
12,77,3.0,1.0,,tablespoon
12,78,1.0,1.0,,piece
12,78,1.0,2.0,,stalk
12,78,1.0,3.0,,clove
12,78,1.0,1.0,,tablespoon
12,79,2.0,1.0,,piece
12,79,2.0,2.0,,stalk
12,79,2.0,3.0,,clove
12,79,2.0,1.0,,tablespoon
12,80,100.0,1.0,,piece
12,80,100.0,2.0,,stalk
12,80,100.0,3.0,,clove
12,80,100.0,1.0,,tablespoon
12,81,1.0,1.0,,piece
12,81,1.0,2.0,,stalk
12,81,1.0,3.0,,clove
12,81,1.0,1.0,,tablespoon
13,82,2.0,1.0,,whole
13,82,2.0,1.0,,whole
13,82,2.0,1.0,,whole
13,82,2.0,4.0,,leaf
13,82,2.0,1.0,,whole
13,83,1.0,1.0,,whole
13,83,1.0,1.0,,whole
13,83,1.0,1.0,,whole
13,83,1.0,4.0,,leaf
13,83,1.0,1.0,,whole
13,84,2.0,1.0,,whole
13,84,2.0,1.0,,whole
13,84,2.0,1.0,,whole
13,84,2.0,4.0,,leaf
13,84,2.0,1.0,,whole
13,85,2.0,1.0,,whole
13,85,2.0,1.0,,whole
13,85,2.0,1.0,,whole
13,85,2.0,4.0,,leaf
13,85,2.0,1.0,,whole
13,86,1.0,1.0,,whole
13,86,1.0,1.0,,whole
13,86,1.0,1.0,,whole
13,86,1.0,4.0,,leaf
13,86,1.0,1.0,,whole
13,87,2.0,1.0,,whole
13,87,2.0,1.0,,whole
13,87,2.0,1.0,,whole
13,87,2.0,4.0,,leaf
13,87,2.0,1.0,,whole
13,88,2.0,1.0,,whole
13,88,2.0,1.0,,whole
13,88,2.0,1.0,,whole
13,88,2.0,4.0,,leaf
13,88,2.0,1.0,,whole
13,89,2.0,1.0,,whole
13,89,2.0,1.0,,whole
13,89,2.0,1.0,,whole
13,89,2.0,4.0,,leaf
13,89,2.0,1.0,,whole
14,90,0.0,2.0,,egg
14,90,0.0,5.0,,piece
14,90,0.0,2.0,,clove
14,91,0.0,2.0,,egg
14,91,0.0,5.0,,piece
14,91,0.0,2.0,,clove
14,92,0.0,2.0,,egg
14,92,0.0,5.0,,piece
14,92,0.0,2.0,,clove
14,93,0.0,2.0,,egg
14,93,0.0,5.0,,piece
14,93,0.0,2.0,,clove
14,94,0.0,2.0,,egg
14,94,0.0,5.0,,piece
14,94,0.0,2.0,,clove
14,95,0.0,2.0,,egg
14,95,0.0,5.0,,piece
14,95,0.0,2.0,,clove
14,96,0.0,2.0,,egg
14,96,0.0,5.0,,piece
14,96,0.0,2.0,,clove
14,97,0.0,2.0,,egg
14,97,0.0,5.0,,piece
14,97,0.0,2.0,,clove
15,98,0.0,1.0,,box
15,98,0.0,1.0,,piece
15,99,50.0,1.0,,box
15,99,50.0,1.0,,piece
15,100,15.0,1.0,,box
15,100,15.0,1.0,,piece
15,101,10.0,1.0,,box
15,101,10.0,1.0,,piece
15,102,2.0,1.0,,box
15,102,2.0,1.0,,piece
16,103,200.0,1.0,,can
16,103,200.0,1.0,,cup
16,103,200.0,3.0,,yolk
16,104,100.0,1.0,,can
16,104,100.0,1.0,,cup
16,104,100.0,3.0,,yolk
16,105,20.0,1.0,,can
16,105,20.0,1.0,,cup
16,105,20.0,3.0,,yolk
16,106,50.0,1.0,,can
16,106,50.0,1.0,,cup
16,106,50.0,3.0,,yolk
16,107,10.0,1.0,,can
16,107,10.0,1.0,,cup
16,107,10.0,3.0,,yolk
16,108,50.0,1.0,,can
16,108,50.0,1.0,,cup
16,108,50.0,3.0,,yolk
16,109,2.0,1.0,,can
16,109,2.0,1.0,,cup
16,109,2.0,3.0,,yolk
16,110,1.0,1.0,,can
16,110,1.0,1.0,,cup
16,110,1.0,3.0,,yolk
16,111,2.0,1.0,,can
16,111,2.0,1.0,,cup
16,111,2.0,3.0,,yolk
16,112,100.0,1.0,,can
16,112,100.0,1.0,,cup
16,112,100.0,3.0,,yolk
16,113,50.0,1.0,,can
16,113,50.0,1.0,,cup
16,113,50.0,3.0,,yolk
17,114,200.0,1.0,g,not stated
17,114,200.0,1.0,g,tablespoon
17,114,200.0,1.0,g,cup
17,115,100.0,1.0,g,not stated
17,115,100.0,1.0,g,tablespoon
17,115,100.0,1.0,g,cup
17,116,20.0,1.0,g,not stated
17,116,20.0,1.0,g,tablespoon
17,116,20.0,1.0,g,cup
17,117,1.0,1.0,,not stated
17,117,1.0,1.0,,tablespoon
17,117,1.0,1.0,,cup
17,118,120.0,1.0,fl oz,not stated
17,118,120.0,1.0,fl oz,tablespoon
17,118,120.0,1.0,fl oz,cup
18,119,0.0,100.0,,gram
18,119,0.0,1.0,,tablespoon
18,119,0.0,2.0,,tablespoon
18,120,0.0,100.0,,gram
18,120,0.0,1.0,,tablespoon
18,120,0.0,2.0,,tablespoon
18,121,0.0,100.0,,gram
18,121,0.0,1.0,,tablespoon
18,121,0.0,2.0,,tablespoon
18,122,0.0,100.0,,gram
18,122,0.0,1.0,,tablespoon
18,122,0.0,2.0,,tablespoon
18,123,0.0,100.0,,gram
18,123,0.0,1.0,,tablespoon
18,123,0.0,2.0,,tablespoon
19,124,500.0,200.0,g,some
19,124,500.0,1.0,g,a piece
19,124,500.0,15.0,g,some
19,125,200.0,200.0,g,some
19,125,200.0,1.0,g,a piece
19,125,200.0,15.0,g,some
19,126,150.0,200.0,g,some
19,126,150.0,1.0,g,a piece
19,126,150.0,15.0,g,some
19,127,50.0,200.0,g,some
19,127,50.0,1.0,g,a piece
19,127,50.0,15.0,g,some
19,128,100.0,200.0,g,some
19,128,100.0,1.0,g,a piece
19,128,100.0,15.0,g,some
20,129,100.0,30.0,g,some
20,129,100.0,50.0,g,piece
20,130,10.0,30.0,pieces,some
20,130,10.0,50.0,pieces,piece
20,131,100.0,30.0,g,some
20,131,100.0,50.0,g,piece
20,132,10.0,30.0,pieces,some
20,132,10.0,50.0,pieces,piece
20,133,1.0,30.0,can,some
20,133,1.0,50.0,can,piece
21,134,500.0,1.0,g,serving
21,134,500.0,1.0,g,a pinch
21,134,500.0,1.0,g,a pinch
21,134,500.0,1.0,g,a pinch
21,135,50.0,1.0,ml,serving
21,135,50.0,1.0,ml,a pinch
21,135,50.0,1.0,ml,a pinch
21,135,50.0,1.0,ml,a pinch
21,136,10.0,1.0,g,serving
21,136,10.0,1.0,g,a pinch
21,136,10.0,1.0,g,a pinch
21,136,10.0,1.0,g,a pinch
21,137,5.0,1.0,g,serving
21,137,5.0,1.0,g,a pinch
21,137,5.0,1.0,g,a pinch
21,137,5.0,1.0,g,a pinch
21,138,5.0,1.0,g,serving
21,138,5.0,1.0,g,a pinch
21,138,5.0,1.0,g,a pinch
21,138,5.0,1.0,g,a pinch
22,,,5.0,,piece
22,,,4.0,,piece
22,,,10.0,,berries
22,,,8.0,,pieces
22,,,6.0,,pieces
22,,,10.0,,pieces
22,,,60.0,,ml
22,,,100.0,,g
22,,,90.0,,g
22,,,2.0,,piece
22,,,1.0,,tsp
22,,,120.0,,ml
22,,,1.0,,piece
22,,,2.0,,cup
22,,,1.0,,tsp
22,,,5.0,,bunch
22,,,1.0,,pinch
23,139,100.0,2.0,,cup
23,139,100.0,1.0,,can
23,139,100.0,10.0,,g
23,139,100.0,5.0,,g
23,139,100.0,2.0,,sheet
23,139,100.0,2.0,,tbsp
23,139,100.0,1.0,,pack
23,140,20.0,2.0,,cup
23,140,20.0,1.0,,can
23,140,20.0,10.0,,g
23,140,20.0,5.0,,g
23,140,20.0,2.0,,sheet
23,140,20.0,2.0,,tbsp
23,140,20.0,1.0,,pack
23,141,20.0,2.0,,cup
23,141,20.0,1.0,,can
23,141,20.0,10.0,,g
23,141,20.0,5.0,,g
23,141,20.0,2.0,,sheet
23,141,20.0,2.0,,tbsp
23,141,20.0,1.0,,pack
23,142,10.0,2.0,,cup
23,142,10.0,1.0,,can
23,142,10.0,10.0,,g
23,142,10.0,5.0,,g
23,142,10.0,2.0,,sheet
23,142,10.0,2.0,,tbsp
23,142,10.0,1.0,,pack
23,143,5.0,2.0,,cup
23,143,5.0,1.0,,can
23,143,5.0,10.0,,g
23,143,5.0,5.0,,g
23,143,5.0,2.0,,sheet
23,143,5.0,2.0,,tbsp
23,143,5.0,1.0,,pack
23,144,5.0,2.0,,cup
23,144,5.0,1.0,,can
23,144,5.0,10.0,,g
23,144,5.0,5.0,,g
23,144,5.0,2.0,,sheet
23,144,5.0,2.0,,tbsp
23,144,5.0,1.0,,pack
24,145,100.0,90.0,,g
24,145,100.0,200.0,,ml
24,145,100.0,120.0,,g
24,145,100.0,1.0,,cup
24,145,100.0,2.0,,piece
24,145,100.0,2.0,,cup
24,145,100.0,1.0,,cup
24,146,100.0,90.0,,g
24,146,100.0,200.0,,ml
24,146,100.0,120.0,,g
24,146,100.0,1.0,,cup
24,146,100.0,2.0,,piece
24,146,100.0,2.0,,cup
24,146,100.0,1.0,,cup
24,147,100.0,90.0,,g
24,147,100.0,200.0,,ml
24,147,100.0,120.0,,g
24,147,100.0,1.0,,cup
24,147,100.0,2.0,,piece
24,147,100.0,2.0,,cup
24,147,100.0,1.0,,cup
24,148,100.0,90.0,,g
24,148,100.0,200.0,,ml
24,148,100.0,120.0,,g
24,148,100.0,1.0,,cup
24,148,100.0,2.0,,piece
24,148,100.0,2.0,,cup
24,148,100.0,1.0,,cup
24,149,2.0,90.0,,g
24,149,2.0,200.0,,ml
24,149,2.0,120.0,,g
24,149,2.0,1.0,,cup
24,149,2.0,2.0,,piece
24,149,2.0,2.0,,cup
24,149,2.0,1.0,,cup
24,150,100.0,90.0,,g
24,150,100.0,200.0,,ml
24,150,100.0,120.0,,g
24,150,100.0,1.0,,cup
24,150,100.0,2.0,,piece
24,150,100.0,2.0,,cup
24,150,100.0,1.0,,cup
25,,,2.0,,slice
25,,,100.0,,g
25,,,2.0,,tbsp
25,,,15.0,,g
26,151,,1.0,,cup
26,151,,2.0,,slice
26,151,,2.0,,slice
26,152,,1.0,,cup
26,152,,2.0,,slice
26,152,,2.0,,slice
26,153,,1.0,,cup
26,153,,2.0,,slice
26,153,,2.0,,slice
27,154,300.0,2.0,,cup
27,154,300.0,2.0,,cup
27,154,300.0,1.0,,tbsp
27,154,300.0,1.0,,pinch
27,154,300.0,1.0,,tsp
27,154,300.0,180.0,,ml
27,154,300.0,120.0,,g
27,155,200.0,2.0,,cup
27,155,200.0,2.0,,cup
27,155,200.0,1.0,,tbsp
27,155,200.0,1.0,,pinch
27,155,200.0,1.0,,tsp
27,155,200.0,180.0,,ml
27,155,200.0,120.0,,g
27,156,10.0,2.0,,cup
27,156,10.0,2.0,,cup
27,156,10.0,1.0,,tbsp
27,156,10.0,1.0,,pinch
27,156,10.0,1.0,,tsp
27,156,10.0,180.0,,ml
27,156,10.0,120.0,,g
27,157,10.0,2.0,,cup
27,157,10.0,2.0,,cup
27,157,10.0,1.0,,tbsp
27,157,10.0,1.0,,pinch
27,157,10.0,1.0,,tsp
27,157,10.0,180.0,,ml
27,157,10.0,120.0,,g
27,158,10.0,2.0,,cup
27,158,10.0,2.0,,cup
27,158,10.0,1.0,,tbsp
27,158,10.0,1.0,,pinch
27,158,10.0,1.0,,tsp
27,158,10.0,180.0,,ml
27,158,10.0,120.0,,g
27,159,350.0,2.0,,cup
27,159,350.0,2.0,,cup
27,159,350.0,1.0,,tbsp
27,159,350.0,1.0,,pinch
27,159,350.0,1.0,,tsp
27,159,350.0,180.0,,ml
27,159,350.0,120.0,,g
27,160,100.0,2.0,,cup
27,160,100.0,2.0,,cup
27,160,100.0,1.0,,tbsp
27,160,100.0,1.0,,pinch
27,160,100.0,1.0,,tsp
27,160,100.0,180.0,,ml
27,160,100.0,120.0,,g
28,161,1.0,1.0,,bundle
28,161,1.0,200.0,,ml
28,161,1.0,1.0,,piece
28,161,1.0,2.0,,tbsp
28,161,1.0,1.0,,pinch
28,161,1.0,1.0,,tbsp
28,161,1.0,1.0,,cup
28,161,1.0,1.0,,cup
28,161,1.0,120.0,,ml
28,161,1.0,1.0,,cup
28,161,1.0,1.0,,bundle
28,162,100.0,1.0,,bundle
28,162,100.0,200.0,,ml
28,162,100.0,1.0,,piece
28,162,100.0,2.0,,tbsp
28,162,100.0,1.0,,pinch
28,162,100.0,1.0,,tbsp
28,162,100.0,1.0,,cup
28,162,100.0,1.0,,cup
28,162,100.0,120.0,,ml
28,162,100.0,1.0,,cup
28,162,100.0,1.0,,bundle
28,163,1.0,1.0,,bundle
28,163,1.0,200.0,,ml
28,163,1.0,1.0,,piece
28,163,1.0,2.0,,tbsp
28,163,1.0,1.0,,pinch
28,163,1.0,1.0,,tbsp
28,163,1.0,1.0,,cup
28,163,1.0,1.0,,cup
28,163,1.0,120.0,,ml
28,163,1.0,1.0,,cup
28,163,1.0,1.0,,bundle
28,164,20.0,1.0,,bundle
28,164,20.0,200.0,,ml
28,164,20.0,1.0,,piece
28,164,20.0,2.0,,tbsp
28,164,20.0,1.0,,pinch
28,164,20.0,1.0,,tbsp
28,164,20.0,1.0,,cup
28,164,20.0,1.0,,cup
28,164,20.0,120.0,,ml
28,164,20.0,1.0,,cup
28,164,20.0,1.0,,bundle
28,165,1.0,1.0,,bundle
28,165,1.0,200.0,,ml
28,165,1.0,1.0,,piece
28,165,1.0,2.0,,tbsp
28,165,1.0,1.0,,pinch
28,165,1.0,1.0,,tbsp
28,165,1.0,1.0,,cup
28,165,1.0,1.0,,cup
28,165,1.0,120.0,,ml
28,165,1.0,1.0,,cup
28,165,1.0,1.0,,bundle
28,166,20.0,1.0,,bundle
28,166,20.0,200.0,,ml
28,166,20.0,1.0,,piece
28,166,20.0,2.0,,tbsp
28,166,20.0,1.0,,pinch
28,166,20.0,1.0,,tbsp
28,166,20.0,1.0,,cup
28,166,20.0,1.0,,cup
28,166,20.0,120.0,,ml
28,166,20.0,1.0,,cup
28,166,20.0,1.0,,bundle
28,167,20.0,1.0,,bundle
28,167,20.0,200.0,,ml
28,167,20.0,1.0,,piece
28,167,20.0,2.0,,tbsp
28,167,20.0,1.0,,pinch
28,167,20.0,1.0,,tbsp
28,167,20.0,1.0,,cup
28,167,20.0,1.0,,cup
28,167,20.0,120.0,,ml
28,167,20.0,1.0,,cup
28,167,20.0,1.0,,bundle
29,168,20.0,,,
29,168,20.0,1.0,,cup
29,168,20.0,2.0,,cup
29,168,20.0,150.0,,ml
29,168,20.0,200.0,,ml
29,168,20.0,1.0,,cup
29,168,20.0,1.0,,cup
29,168,20.0,1.0,,tbsp
29,168,20.0,1.0,,pinch
29,169,200.0,,,
29,169,200.0,1.0,,cup
29,169,200.0,2.0,,cup
29,169,200.0,150.0,,ml
29,169,200.0,200.0,,ml
29,169,200.0,1.0,,cup
29,169,200.0,1.0,,cup
29,169,200.0,1.0,,tbsp
29,169,200.0,1.0,,pinch
29,170,100.0,,,
29,170,100.0,1.0,,cup
29,170,100.0,2.0,,cup
29,170,100.0,150.0,,ml
29,170,100.0,200.0,,ml
29,170,100.0,1.0,,cup
29,170,100.0,1.0,,cup
29,170,100.0,1.0,,tbsp
29,170,100.0,1.0,,pinch
29,171,1200.0,,,
29,171,1200.0,1.0,,cup
29,171,1200.0,2.0,,cup
29,171,1200.0,150.0,,ml
29,171,1200.0,200.0,,ml
29,171,1200.0,1.0,,cup
29,171,1200.0,1.0,,cup
29,171,1200.0,1.0,,tbsp
29,171,1200.0,1.0,,pinch
29,172,100.0,,,
29,172,100.0,1.0,,cup
29,172,100.0,2.0,,cup
29,172,100.0,150.0,,ml
29,172,100.0,200.0,,ml
29,172,100.0,1.0,,cup
29,172,100.0,1.0,,cup
29,172,100.0,1.0,,tbsp
29,172,100.0,1.0,,pinch
29,173,50.0,,,
29,173,50.0,1.0,,cup
29,173,50.0,2.0,,cup
29,173,50.0,150.0,,ml
29,173,50.0,200.0,,ml
29,173,50.0,1.0,,cup
29,173,50.0,1.0,,cup
29,173,50.0,1.0,,tbsp
29,173,50.0,1.0,,pinch
29,174,100.0,,,
29,174,100.0,1.0,,cup
29,174,100.0,2.0,,cup
29,174,100.0,150.0,,ml
29,174,100.0,200.0,,ml
29,174,100.0,1.0,,cup
29,174,100.0,1.0,,cup
29,174,100.0,1.0,,tbsp
29,174,100.0,1.0,,pinch
29,175,200.0,,,
29,175,200.0,1.0,,cup
29,175,200.0,2.0,,cup
29,175,200.0,150.0,,ml
29,175,200.0,200.0,,ml
29,175,200.0,1.0,,cup
29,175,200.0,1.0,,cup
29,175,200.0,1.0,,tbsp
29,175,200.0,1.0,,pinch
29,176,50.0,,,
29,176,50.0,1.0,,cup
29,176,50.0,2.0,,cup
29,176,50.0,150.0,,ml
29,176,50.0,200.0,,ml
29,176,50.0,1.0,,cup
29,176,50.0,1.0,,cup
29,176,50.0,1.0,,tbsp
29,176,50.0,1.0,,pinch
30,177,3.0,2.0,,clove
30,177,3.0,2.0,,slice
30,177,3.0,3.0,,piece
30,177,3.0,1.0,,tsp
30,177,3.0,1.0,,tsp
30,177,3.0,1.0,,tbsp
30,177,3.0,1.0,,piece
30,177,3.0,80.0,,ml
30,177,3.0,1.0,,tbsp
30,177,3.0,1.0,,tsp
30,177,3.0,1.0,,plate
30,177,3.0,1.0,,sprig
30,178,2.0,2.0,,clove
30,178,2.0,2.0,,slice
30,178,2.0,3.0,,piece
30,178,2.0,1.0,,tsp
30,178,2.0,1.0,,tsp
30,178,2.0,1.0,,tbsp
30,178,2.0,1.0,,piece
30,178,2.0,80.0,,ml
30,178,2.0,1.0,,tbsp
30,178,2.0,1.0,,tsp
30,178,2.0,1.0,,plate
30,178,2.0,1.0,,sprig
30,179,2.0,2.0,,clove
30,179,2.0,2.0,,slice
30,179,2.0,3.0,,piece
30,179,2.0,1.0,,tsp
30,179,2.0,1.0,,tsp
30,179,2.0,1.0,,tbsp
30,179,2.0,1.0,,piece
30,179,2.0,80.0,,ml
30,179,2.0,1.0,,tbsp
